Parent_SMILES,Frag1_SMILES,Frag2_SMILES,BDE_wB97X-V,solvent
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],113.89683242132264,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,87.98357539861058,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],113.25615388118422,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,85.44953140899906,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],112.71919320068264,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)F,86.65319767154983,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],114.53768399097272,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)F,92.1562471742493,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],[F],123.93285291267377,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][C]([H])S(=O)(=O)[O-],95.91968049644038,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[S](=O)[O-],75.1011073457039,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H][C](C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H],100.76517994819028,water
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H][C](C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[H],102.06941715149355,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=[C][O-],F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,86.21725760513073,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],111.4663260483735,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,90.5820980747825,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[O]C(F)(C(=O)[O-])C(F)(F)F,F[C](F)C(F)(F)C(F)(F)F,77.54264680420704,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],120.08408020506522,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,91.32056098077442,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],115.65042245772077,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,94.52324692019602,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],124.64292054988393,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,90.9722817421482,water
O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],125.79798429638174,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=[S](=O)[O-],F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,65.11471430291408,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],110.77399872334752,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,91.20001477039864,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],117.3276401703572,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,89.37830426742835,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],116.01775887027088,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,94.25137193158888,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],124.17210167659618,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,90.04683324432051,water
O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],122.68433889627374,water
[H]C([H])([H])[H],[H][C]([H])[H],[H],112.24999237500332,gas
[H]C([H])([H])F,[H][C]([H])[H],[F],115.73816447499382,gas
[H]C([H])([H])F,[H][C]([H])F,[H],107.42404047499718,gas
[H]C([H])(F)F,[H][C]([H])F,[F],122.85107150000704,gas
[H]C([H])(F)F,[H][C](F)F,[H],106.80819314999972,gas
[H]C(F)(F)F,[H][C](F)F,[F],128.61856205001928,gas
[H]C(F)(F)F,F[C](F)F,[H],111.38081702498326,gas
FC(F)(F)F,[F],F[C](F)F,130.75140944996477,gas
[H]OC(=O)C([H])([H])[H],[H][O],[H]C([H])([H])[C]=O,113.23501049999096,gas
[H]OC(=O)C([H])([H])[H],[H]O[C]=O,[H][C]([H])[H],101.74583062500638,gas
[H]OC(=O)C([H])([H])[H],[H]C([H])([H])C([O])=O,[H],115.66753935002232,gas
[H]OC(=O)C([H])([H])[H],[H]OC(=O)[C]([H])[H],[H],104.96397692500608,gas
[H]OC(=O)C([H])([H])F,[H][O],[H]C([H])(F)[C]=O,112.12402175001372,gas
[H]OC(=O)C([H])([H])F,[H]O[C]=O,[H][C]([H])F,95.88482375000126,gas
[H]OC(=O)C([H])([H])F,[H]OC(=O)[C]([H])[H],[F],107.41709405001544,gas
[H]OC(=O)C([H])([H])F,[H]C([H])(F)C([O])=O,[H],117.60209674998691,gas
[H]OC(=O)C([H])([H])F,[H]OC(=O)[C]([H])F,[H],98.56981467500589,gas
[H]OC(=O)C([H])(F)F,[H][O],[H]C(F)(F)[C]=O,112.85466392503024,gas
[H]OC(=O)C([H])(F)F,[H]O[C]=O,[H][C](F)F,91.34574602500224,gas
[H]OC(=O)C([H])(F)F,[H]OC(=O)[C]([H])F,[F],110.07361530001418,gas
[H]OC(=O)C([H])(F)F,[H]C(F)(F)C([O])=O,[H],95.74915824999422,gas
[H]OC(=O)C([H])(F)F,[H]OC(=O)[C](F)F,[H],99.75813025000974,gas
[H]OC(=O)C(F)(F)F,[H][O],O=[C]C(F)(F)F,113.38393507499376,gas
[H]OC(=O)C(F)(F)F,[H]O[C]=O,F[C](F)F,93.00122907496302,gas
[H]OC(=O)C(F)(F)F,[H]OC(=O)[C](F)F,[F],118.65135832504222,gas
[H]OC(=O)C(F)(F)F,[O]C(=O)C(F)(F)F,[H],97.60080407497838,gas
[H]OS(=O)(=O)C([H])([H])[H],[H][O],[H]C([H])([H])[S](=O)=O,91.70205307497582,gas
[H]OS(=O)(=O)C([H])([H])[H],[H]O[S](=O)=O,[H][C]([H])[H],83.5626501749718,gas
[H]OS(=O)(=O)C([H])([H])[H],[H]C([H])([H])S([O])(=O)=O,[H],113.42016064998148,gas
[H]OS(=O)(=O)C([H])([H])[H],[H]OS(=O)(=O)[C]([H])[H],[H],111.71585809999414,gas
[H]OS(=O)(=O)C([H])([H])F,[H][O],[H]C([H])(F)[S](=O)=O,91.8791021999604,gas
[H]OS(=O)(=O)C([H])([H])F,[H]O[S](=O)=O,[H][C]([H])F,73.97310104999576,gas
[H]OS(=O)(=O)C([H])([H])F,[H]OS(=O)(=O)[C]([H])[H],[F],110.44043297501474,gas
[H]OS(=O)(=O)C([H])([H])F,[H]C([H])(F)S([O])(=O)=O,[H],113.01290687500595,gas
[H]OS(=O)(=O)C([H])([H])F,[H]OS(=O)(=O)[C]([H])F,[H],106.74080592495729,gas
[H]OS(=O)(=O)C([H])(F)F,[H][O],[H]C(F)(F)[S](=O)=O,90.55810802492914,gas
[H]OS(=O)(=O)C([H])(F)F,[H]O[S](=O)=O,[H][C](F)F,69.05203269998026,gas
[H]OS(=O)(=O)C([H])(F)F,[H]OS(=O)(=O)[C]([H])F,[F],117.86261592498477,gas
[H]OS(=O)(=O)C([H])(F)F,[H]C(F)(F)S([O])(=O)=O,[H],114.25755312496676,gas
[H]OS(=O)(=O)C([H])(F)F,[H]OS(=O)(=O)[C](F)F,[H],105.20222612495814,gas
[H]OS(=O)(=O)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)F,91.6949874250065,gas
[H]OS(=O)(=O)C(F)(F)F,[H]O[S](=O)=O,F[C](F)F,69.72691522502913,gas
[H]OS(=O)(=O)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,[F],123.11485367504304,gas
[H]OS(=O)(=O)C(F)(F)F,[O]S(=O)(=O)C(F)(F)F,[H],116.02207057499612,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[H][O],O=[C]C(F)(F)C(F)(F)F,113.32204474997808,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[H]O[C]=O,F[C](F)C(F)(F)F,89.72515825004393,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)C(F)(F)F,[F],110.2268884500424,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)F,F[C](F)F,87.4710213749745,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)F,[F],125.47619265004728,gas
[H]OC(=O)C(F)(F)C(F)(F)F,[O]C(=O)C(F)(F)C(F)(F)F,[H],119.83258942499047,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)C(F)(F)F,91.3122187000505,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[H]O[S](=O)=O,F[C](F)C(F)(F)F,65.91791492495531,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)C(F)(F)F,[F],115.40260884996712,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,F[C](F)F,91.40158724989192,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)F,[F],123.7448448499356,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)F,[O]S(=O)(=O)C(F)(F)C(F)(F)F,[H],116.06016609996914,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[C]C(F)(F)C(F)(F)C(F)(F)F,113.62454994996769,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]O[C]=O,F[C](F)C(F)(F)C(F)(F)F,88.7920531999643,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)C(F)(F)C(F)(F)F,[F],108.92032677504602,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)F,F[C](F)C(F)(F)F,83.09408337501054,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)C(F)(F)F,[F],117.59648690003104,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)F,F[C](F)F,93.19498852493469,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)[C](F)F,[F],124.81525317500171,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[O]C(=O)C(F)(F)C(F)(F)C(F)(F)F,[H],93.24498145000037,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)C(F)(F)C(F)(F)F,90.85051047510832,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]O[S](=O)=O,F[C](F)C(F)(F)C(F)(F)F,64.90652924998415,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)C(F)(F)C(F)(F)F,[F],113.69974327504964,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,F[C](F)C(F)(F)F,86.94636862496509,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)C(F)(F)F,[F],114.92862044991398,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)F,F[C](F)F,91.3853601000028,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)F,[F],124.66086307501484,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[O]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,[H],116.06630932506278,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.81483082505429,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]O[S](=O)=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,65.21143777509678,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.14240405000646,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.53548507503592,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],113.33738712495006,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,86.53064359997529,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.27196962498806,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,91.90188044998138,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.50857509998345,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],115.87653450011317,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[C]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112.91019767492573,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]O[C]=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,89.07310417491317,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],108.5339499249386,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,81.65934227484627,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],115.45033649987658,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,88.31641447502875,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.56172402485004,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.03241299994716,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.577367924839,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],93.02541292502896,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.69623959993066,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]O[S](=O)=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,65.29327005002358,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.48751649983852,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,86.09269879997953,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.01711112484554,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.37206525001977,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],113.40684509990524,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,87.2994691500702,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],116.03174034996243,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.0018976749236,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.59828877488462,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],115.98686782496372,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[C]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112.91575732505578,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]O[C]=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,88.87673432493955,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],108.5082161499986,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,81.93835387503213,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],115.0459378499545,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,86.87963399988746,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.00496554998313,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,87.15179957499288,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.63965952489582,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,91.79248837487876,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.69513084987624,gas
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],119.80794750006056,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][O],O=[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.79419235001863,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]O[S](=O)=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,65.22738254983324,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.15282682492808,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,85.94212389995164,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.1245265751636,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,85.6968718000087,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.930189824948,gas
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.90848362487463,gas
