Parent_SMILES,Bond_Index,Frag1_SMILES,Frag2_SMILES,BDE_wB97X-V
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],116.6071452999978
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)F,89.1008208501421
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.31197274997623
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)F,91.82863864994943
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.8602637500386
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S([O])(=O)=O,[H],113.81209087514264
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,[H]OS(=O)(=O)[C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],107.13814520005769
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,21,[H]OS(=O)(=O)C([H])([H])[C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],108.39991592519141
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][O],[H]C([H])([C]=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,113.86077232509535
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]O[C]=O,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,100.03717950001146
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H]OC(=O)[C]([H])[H],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.58744239993962
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]OC(=O)C([H])([H])[C]([H])[H],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,101.11420795005017
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]OC(=O)C([H])([H])C([H])([H])[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],117.94771119993186
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]OC(=O)C([H])([H])C([H])([H])[C](F)F,F[C](F)C(F)(F)C(F)(F)F,91.1821818749786
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],116.61189547498509
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)F,89.38298877504963
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.4132010499518
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)F,91.97493400000667
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.60664080001834
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H]C([H])(C([O])=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],103.30954807513251
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,[H]OC(=O)[C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],101.2519128250699
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20,[H]OC(=O)C([H])([H])[C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],107.8481928251091
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][O],[H]C([H])([S](=O)=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,92.43776545005517
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H]O[S](=O)=O,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,80.8134471749645
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]OS(=O)(=O)[C]([H])[H],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,100.27357130005953
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]OS(=O)(=O)C([H])([H])[C]([H])[H],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,98.83672807486846
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,[H]OS(=O)(=O)C([H])([H])C([H])([H])[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],117.80598405021692
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]OS(=O)(=O)C([H])([H])C([H])([H])[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,91.00267922483113
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],116.59121307498594
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,88.23680355015199
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.52569360001894
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.80499632496185
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.34843395022313
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,87.4885223500894
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],116.18781215007061
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.0559505251424
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,21,[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.70315657503647
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S([O])(=O)=O,[H],113.82696889988893
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25,[H]OS(=O)(=O)[C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],107.01770912475467
[H]OS(=O)(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,27,[H]OS(=O)(=O)C([H])([H])[C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],108.01902969987395
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][O],[H]C([H])([C]=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,114.75933977495686
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]O[C]=O,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,99.72347969998737
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H]OC(=O)[C]([H])[H],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.24854219989925
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]OC(=O)C([H])([H])[C]([H])[H],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,100.77918569994722
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]OC(=O)C([H])([H])C([H])([H])[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],118.14823509991925
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]OC(=O)C([H])([H])C([H])([H])[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,91.23785367505491
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],115.98300242489358
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,88.19824994995827
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],114.31366417496349
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.63057014991784
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.29805824992513
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,86.91417787511057
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.41097969990176
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.00939629995105
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20,[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.79148974998395
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23,[H]C([H])(C([O])=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],117.01454340001646
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24,[H]OC(=O)[C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],101.45654057503123
[H]OC(=O)C([H])([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,26,[H]OC(=O)C([H])([H])[C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],108.0850489750975
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,[H][O],O=[C]C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,113.91061465004157
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2,[H]O[C]=O,F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,88.3730965499791
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,[H]OC(=O)[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],108.92275519997497
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,[H]OC(=O)[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,89.10907874998713
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,[H]OC(=O)C([O])(F)C(F)(F)F,F[C](F)C(F)(F)C(F)(F)F,94.81159794984023
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,6,[H]OC(=O)C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],121.18461347488278
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,8,[H]OC(=O)C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,94.0796317500218
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,9,[H]OC(=O)C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],118.47159839990468
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,11,[H]OC(=O)C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,93.85312307489528
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,12,[H]OC(=O)C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],124.76568694991784
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,15,[H]OC(=O)[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,86.02696189990866
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,16,[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],125.73327312495678
[H]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,19,[O]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[H],93.89885527507658
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,[H][O],O=[S](=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,89.0758338001524
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3,[H]O[S](=O)=O,F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,62.131435600055056
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4,[H]OS(=O)(=O)[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],109.86032804996057
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5,[H]OS(=O)(=O)[C](F)C(F)(F)F,[O]C(F)(F)C(F)(F)C(F)(F)F,91.85038152514778
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,6,[H]OS(=O)(=O)C([O])(F)C(F)(F)F,F[C](F)C(F)(F)C(F)(F)F,65.12885877493432
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,7,[H]OS(=O)(=O)C(F)(O[C](F)C(F)(F)C(F)(F)F)C(F)(F)F,[F],117.8415131000088
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,9,[H]OS(=O)(=O)C(F)(O[C](F)F)C(F)(F)F,F[C](F)C(F)(F)F,89.67272435011068
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,10,[H]OS(=O)(=O)C(F)(OC(F)(F)[C](F)C(F)(F)F)C(F)(F)F,[F],118.17073725007788
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,12,[H]OS(=O)(=O)C(F)(OC(F)(F)[C](F)F)C(F)(F)F,F[C](F)F,94.22624085004259
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,13,[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)[C](F)F)C(F)(F)F,[F],125.21183317507052
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,16,[H]OS(=O)(=O)[C](F)OC(F)(F)C(F)(F)C(F)(F)F,F[C](F)F,87.67856072496272
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,17,[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)[C](F)F,[F],122.68263795009773
[H]OS(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,20,[O]S(=O)(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[H],116.19802785018464
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][O],O=[C]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,113.61091437506559
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]O[C]=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,89.24483209995685
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H]OC(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],108.85496637491713
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]OC(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,82.29745957497869
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,[H]OC(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],115.5852176249391
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]OC(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,87.62943375001328
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]OC(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],114.16354734994229
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]OC(=O)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,86.6611887000937
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.87805367496469
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,86.14225247483944
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.39840804991718
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,87.69679587501798
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],116.0197990249776
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.3673222999605
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,21,[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],125.28664372492017
[H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24,[O]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],120.61468032505047
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][O],O=[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,91.14119984992726
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H]O[S](=O)=O,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,64.85311644998774
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]OS(=O)(=O)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.17315782507649
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,[H]OS(=O)(=O)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,85.64355312473026
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]OS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.03116712486712
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]OS(=O)(=O)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,85.31361362494977
[H]OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]OS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.86155387514555
