Parent_SMILES,Bond_Index,Frag1_SMILES,Frag2_SMILES,BDE_wB97X-V,BDEhet_wB97X-V
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,O=S(=O)([O-])[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],115.17063573306018,73.51287137705185
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,O=S(=O)([O-])[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,88.15441181153005,114.97025501898293
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,O=S(=O)([O-])C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.3818224918898,55.32747616035067
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,O=S(=O)([O-])C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,86.07152811026936,84.75837312223007
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,O=S(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.46004873330685,114.54589395063863
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,O=S(=O)([O-])C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,87.01158954357766,128.11728387286166
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.45327574885346,117.41079834974812
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,85.6994055517248,75.48878223567499
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.68133713355496,117.25549153239285
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.679721576563,131.13864994135383
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.90264273714274,119.19714569116991
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,21,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,86.55998735094386,131.66981243764212
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],115.9634197147193,117.74458104149858
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.7063497010954,134.23333601526906
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.37456575025294,104.64649866919672
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[C][O-],85.38425091061924,27.79847850276326
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]C([H])([C]=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H][C]([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,95.88509919504759,95.22339948268552
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-],[F],114.63892037502603,25.177180454579116
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,[H]C([H])([C](F)F)C(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,90.0162480987467,67.36197499983518
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]C([H])(C(=O)[O-])C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],115.89328526453642,33.702085150570156
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]C([H])(C(=O)[O-])C(F)(F)[C](F)F,F[C](F)C(F)(F)F,89.18639241780625,121.07842408096644
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],114.31601980959215,112.1253639732646
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.79502781647864,129.72531568242005
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],124.59255288358406,102.68549955431354
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16,[H][C](C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],100.40470552898569,108.60482240547924
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],0,[H][C]([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,97.42478895611612,112.53351857731388
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],1,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],112.70586361012136,71.50784249928051
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],3,[H]C([H])([C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,87.94057880540095,102.88032664165485
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],4,[H]C([H])(C(F)(F)[C](F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],113.49259456593302,34.437306113952104
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],6,[H]C([H])(C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)F,87.60536278497625,66.51496673799727
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],7,[H]C([H])(C(F)(F)C(F)(F)[C](F)C(F)(F)F)S(=O)(=O)[O-],[F],114.05747616647318,36.280001154548245
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],9,[H]C([H])(C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)F,92.62242673085211,66.8847284681857
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],10,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],[F],123.91828073116073,39.99991752859387
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],13,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[S](=O)[O-],72.80312076010432,74.403581002598
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],16,[H]C([H])([S](=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],17,[H][C](C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[H],103.61963394412214,130.439969614838
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],0,[H][C]([H])C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,99.2302989625415,109.90695224793853
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],1,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],117.1963025184408,31.510050437382233
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],3,[H]C([H])([C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,90.6425809092832,105.02231392488738
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],4,[H]C([H])(C(F)(F)[C](F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],114.83182885632118,36.23824626013118
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],6,[H]C([H])(C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)C(F)(F)F,88.932316479071,122.21667249186225
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],7,[H]C([H])(C(F)(F)C(F)(F)[C](F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[F],114.22992915553323,33.75172803706619
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],9,[H]C([H])(C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],F[C](F)F,92.46664247579702,129.60730478478922
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],10,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)F)C([H])([H])S(=O)(=O)[O-],[F],124.08401746627533,41.082881811177
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],13,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H][C]([H])S(=O)(=O)[O-],96.56859216470366,99.13498710987426
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],14,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[S](=O)[O-],75.07818780587854,119.09983645963905
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],17,[H]C([H])([S](=O)=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],18,[H][C](C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],[H],100.61344605593433,127.02912166610304
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])S(=O)(=O)[O-],20,[H][C](C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[H],102.04964763006728,121.30611755972836
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[C][O-],84.02170810143559,68.85712410484643
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]C([H])([C]=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H][C]([H])C(=O)[O-],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,91.39129254881993,78.18725816028802
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H][C]([H])C([H])([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,100.96322613669827,73.56928342910919
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])C(=O)[O-],[F],115.81660376803143,7.724517885741875
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]C([H])([C](F)F)C([H])([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,90.49336326013758,40.371371134269225
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],114.81598080359447,11.639225062089622
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)F,88.4560685728627,41.0330088286571
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],114.19492102154038,12.987949466948407
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.87781980055854,35.450803029011695
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],123.81975173399894,20.55230628719187
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17,[H][C](C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],95.68495830257064,99.91514917751545
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,[H][C](C([H])([H])C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],100.053173464064,77.48924374219996
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[C][O-],84.71937552853433,48.91213038563308
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]C([H])([C]=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H][C]([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,95.94917655565723,95.26401083308201
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-],[F],114.97169966793422,24.808905631267635
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,[H]C([H])([C](F)F)C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.58057936178216,67.39757753397953
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]C([H])(C(=O)[O-])C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],113.1003734463053,11.573102078249917
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9,[H]C([H])(C(=O)[O-])C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,88.22168762395222,120.37679652170368
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.06800784003462,15.044847332551967
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)F,85.7619530361444,126.74829213203566
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,[F],112.65044328992417,24.905830213076
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)C(F)(F)F,87.14576937532229,131.09990159578388
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,[F],114.11212391293134,26.19710860576845
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,F[C](F)F,92.08342404669281,54.629265931802706
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19,[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,[F],123.96008664215799,102.49261633041101
[H]C([H])(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22,[H][C](C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H],100.8408618788701,109.2123794701547
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],0,[H][C]([H])S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,97.65931544182536,112.74457905280997
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],1,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],113.49353078760146,72.15835982432964
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],3,[H]C([H])([C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,88.67535919382135,103.08637830089879
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],4,[H]C([H])(C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],114.26809510878911,35.77382320655147
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],6,[H]C([H])(C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)F,86.81110711593647,65.98378830369143
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],7,[H]C([H])(C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],112.31059605401356,36.91183039404564
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],9,[H]C([H])(C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)C(F)(F)F,85.7598010754748,64.0781540429009
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],10,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[F],112.7652234460868,41.7287704292869
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],12,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)C(F)(F)F,86.64194634799856,68.5847686951638
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],13,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F)S(=O)(=O)[O-],[F],114.26966496021578,38.509798250875065
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],15,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],F[C](F)F,92.21948172281145,132.6248792692877
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],16,[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F)S(=O)(=O)[O-],[F],124.56280721598205,102.9359731281238
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],19,[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[S](=O)[O-],72.30869450326168,95.68768201056741
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],22,[H]C([H])([S](=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],23,[H][C](C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],[H],104.640714546656,131.1328797614931
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,[H][C]([H])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=[C][O-],83.79167350742534,67.09975901515236
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,[H]C([H])([C]=O)C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-],,
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,[H][C]([H])C(=O)[O-],[H][C]([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.48942674672105,99.06391962314387
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,[H][C]([H])C([H])([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,100.79031307729394,73.37290435934904
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,[H]C([H])([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([H])([H])C(=O)[O-],[F],116.76237513327692,7.993219074407989
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7,[H]C([H])([C](F)F)C([H])([H])C(=O)[O-],F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,90.82070410330175,40.1699832483996
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[F],114.96516673949941,12.89062395069493
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)[C](F)F,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,87.25437335899471,40.0943908492377
[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11,[H]C([H])(C(=O)[O-])C([H])([H])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,[F],112.1250482222564,
